model,description,min_price,avr_price,max_price
Alienware x15 R1 (Alienware0121-Lunar),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i9-11900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 GB GDDR6 / SSD: 2000 ГБ / 2,3 кг / ОС: Windows 10 Home",156999,160092,172000
Alienware x17 R1 (Alienware0123-Lunar),"Ноутбук / Класичний / 17,3"" / WVA / 3840x2160 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080, 16 GB GDDR6 / SSD: 2000 ГБ / 3,2 кг / ОС: Windows 10 Home",153970,159289,180478
MSI GS66 Stealth 10SFS (GS6610SFS-086NL),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 SUPER Max-Q / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Home",0,90674,0
MSI GP66 Leopard 10UG-218 (GP66218),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 8ГБ / SSD: 1000 ГБ / 2.38 кг / ОС: Windows 10 Pro",0,73999,0
Alienware m17 R4 (Alienware0092X2),"Ноутбук / Класичний / 17,3"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 / SSD: 512 ГБ / 2,96 кг / ОС: Windows 10 Pro",94999,100597,117390
Razer Blade Pro 17 (RZ09-0368BEA2-R3U1),"Ноутбук / Класичний / 17,3"" / IPS / 2560x1440 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 / SSD: 512 ГБ / 2,75 кг / ОС: Windows 10 Home",0,122956,0
MSI GS66 Stealth 10UH Black (GS6610UH-456UA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 GB / SSD: 2000 ГБ / 2,1 кг / ОС: Windows 10 Home",0,104999,0
HP OMEN 17-cb1004ua Black (423S0EA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ GDDR6 / HDD: 1000 ГБ / SSD: 512 ГБ / 3,23 кг",0,89999,0
HP OMEN 17-cb1000ua Black (423R5EA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i9-10885H / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ GDDR6 / SSD: 1000 ГБ / 3,23 кг / ОС: Windows 10 Home",0,99999,0
Acer Predator Helios 300 PH315-53 Black (NH.QATEU.00E),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: DOS",0,62999,0
Acer Predator Helios 300 PH315-53 Black (NH.QAVEU.00A),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: Linux",0,95999,0
HP OMEN 17-cb1001ua (423R6EA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ GDDR6 / SSD: 1000 ГБ / 3,23 кг / ОС: Windows 10 Home",0,89999,0
HP OMEN 17-cb1006ua (423S2EA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ GDDR6 / SSD: 512 ГБ / 3,23 кг / ОС: Windows 10 Home",0,85999,0
Razer Blade Pro 17 (RZ09-0368AEC2-R3U1),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,75 кг / ОС: Windows 10 Home",0,125147,0
MSI GE66 Raider 10SGS-288 (GE66288),"ноутбук / класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 3,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER Max-Q, 8 GB GDDR6 / SSD: 1000 ГБ / 2.38 кг / ОС: Windows 10 Home",89999,104739,148960
ASUS ROG Strix SCAR 17 G733QR (G733QR-DS98),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,7 кг / ОС: Windows 10 Home",0,120315,0
Acer Predator Triton 300 SE PT314-51s-73N5 Silver (NH.QBJEU.009),"Ноутбук / Класичний / 14"" / IPS / 1920x1080 / Intel Core i7-11370H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,8 кг / ОС: UEFI Shell",55999,56837,59352
HP OMEN 15-ek0008ca (12C19UA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,47 кг / ОС: Windows 10 Home",0,66904,0
MSI GE66 Raider 10SGS (GE6610SGS-059US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",75261,86315,89999
Razer Blade 15 Advanced (RZ09-0367BEC3-R3E1),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,12 кг / ОС: Windows 10 Home",121120,121139,121145
Razer Blade Pro 17 (RZ09-0368AEA2-R3E1),"Ноутбук / Класичний / 17,3"" / WVA / 2560x1440 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6ГБ GDDR6 / SSD: 1000 ГБ / 2,71 кг / ОС: Windows 10 Pro",0,107039,0
Alienware m15 R4 (Alienware 0101V2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060,6 GB GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: Windows 10 Home",79999,86799,107197
Alienware m15 R4 (Alienware 0101X2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060,6 GB GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: Windows 10 Pro",80999,92631,110080
Alienware m15 R4 (Alienware0102V2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070,8 GB GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",89999,96540,116161
Razer Blade Pro 17 (RZ09-0368BEC2-R3E1),"Ноутбук / Класичний / 17,3"" / WVA / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070,8 GB GDDR6 / SSD: 1000 ГБ / 2,71 кг / ОС: Windows 10 Home",0,122956,0
Alienware m15 R4 (Alienware0102X2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070,8 GB GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Pro",0,123840,0
Alienware m15 R4 (Alienware0103X2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080,8 GB GDDR6 / SSD: 2000 ГБ / 2,5 кг / ОС: Windows 10 Pro",0,147060,0
MSI GE75 Raider 10SF (GE7510SF-286US),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,6 кг / ОС: Windows 10 Home",0,58999,0
ASUS ROG Strix SCAR 17 G733QR Black (G733QR-HG014T),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,7 кг / ОС: Windows 10 Home",0,124463,0
ASUS ROG Strix G17 G713QR Eclipse Gray (G713QR-HG022),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,7 кг / ОС: DOS",88200,92549,93999
Lenovo Legion 7 15IMH05H (81YT0005US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ GDDR6 / HDD: 1000 ГБ / SSD: 512 ГБ / 2,25 кг",74694,86173,89999
GIGABYTE Aorus 15G (KC-8EE2130SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2 кг / ОС: Windows 10 Home",0,66620,0
MSI GE66 Raider 10UG (GE6610UG-200PL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 2000 ГБ / 2,38 кг / ОС: Windows 10 Home",0,72999,0
ASUS ROG Strix G15 G512LV (G512LV-HN246),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: DOS",0,59999,0
MSI GS66 Stealth 10UH (GS66 10UH-065PL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ GDDR6 / SSD: 2000 ГБ / 2,1 кг / ОС: Windows 10 Pro",0,99999,0
MSI GS66 Stealth 10UH (GS66 10UH-064PL),"Ноутбук / Класичний / 15,6"" / IPS / 3840x2160 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ GDDR6 / SSD: 2000 ГБ / 2,1 кг / ОС: Windows 10 Pro",0,106999,0
Razer Blade 15 Advanced (RZ09-0367BEC3-R3U1),"Ноутбук / класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,09 кг / ОС: Windows 10 Home",123840,132587,138320
MSI GF75 Thin 10SEK (GF7510SEK-285US),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Home",0,52999,0
ASUS ROG Strix SCAR 15 G533QR Black (G533QR-HF044T),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,93348,0
ASUS TUF Gaming A15 FA506QM Fortress Gray (FA506QM-HN016T),"Ноутбук / Класичний / 15,6"" / EWV / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 512 ГБ / 2,22 кг / ОС: Windows 10 Home",0,57999,0
Acer Nitro 5 AN515-55 (NH.Q7QEP.001),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-10300H / 2,5 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: DOS",48682,51085,51999
Razer Blade 15 (RZ09-0369BE22-R3E1),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,09 кг / ОС: Windows 10 Home",0,111317,0
Dream Machines RG2060-17UA31,"Ноутбук / Класичний / 17,3"" / WVA / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ / SSD: 1000 ГБ / 2,9 кг / ОС: DOS",0,54999,0
MSI GL65 Leopard 10SFSK (10SFSK-493US),"ноутбук / класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 SUPER With 8GB GDDR6 / HDD: 1000 ГБ / SSD: 512 ГБ / 2,3 кг",0,58999,0
HP Pavilion Gaming 16-a0034ur (2H6D8EA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / Intel Core i5-10300H / 2,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 Max-Q 6 Гб / SSD: 512 ГБ / 2,35 кг / ОС: DOS",0,49999,0
MSI GS66 Stealth 10SE-044 (GS66044),"ноутбук / класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2.6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,1 кг / ОС: Windows 10 Home",52999,56409,66640
ASUS TUF Dash F15 FX516PR (FX516PR-211.TM15),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11370H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2 кг / ОС: Windows 10 Home",63850,67227,70604
ASUS ROG Zephyrus G14 GA401QM (GA401QM-K2043T),"Ноутбук / Класичний / 14"" / WVA / 2560x1440 / AMD Ryzen 9 5900HS / 3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060 6GB / SSD: 1000 ГБ / 1,72 кг / ОС: Windows 10 Home",69999,74059,86240
HP Pavilion Gaming 17 Black (37P18EA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 Max-Q, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,75 кг / ОС: DOS",0,50999,0
MSI GP65 Leopard 10SEK-048 (GP65048),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ / SSD: 512 ГБ / 2,33 кг / ОС: Windows 10 Home",0,47999,0
MSI GS66 Stealth 10SFS-440 (GS66440),"ноутбук / класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 3.4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2070SUPER Max-Q, 8 GB GDDR6 / SSD: 512 ГБ / 2.1 кг / ОС: Windows 10 Pro",0,69999,0
Acer ConceptD 7 Ezel CC715-71-7163 (NX.C5BAA.002),"Ноутбук / 2-в-1 трансформер / 15,6"" / IPS / 3840x2160 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER / SSD: 2000 ГБ / 2.5 кг / ОС: Windows 10 Pro",0,199999,0
ASUS ROG Zephyrus S15 GX502LXS (GX502LXS-HF098T),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ / SSD: 1000 ГБ / 1,99 кг / ОС: Windows 10 Home",99999,105399,121600
ASUS ROG Zephyrus S15 GX502LWS (GX502LWS-XS76),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 Super, 8 GB / SSD: 1000 ГБ / 1,9 кг / ОС: Windows 10 Pro",91273,95055,106400
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG050),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 512 ГБ / 2,75 кг / ОС: DOS",0,92999,0
ASUS ROG Strix G15 G512LW (G512LW-AZ025),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: DOS",0,52999,0
ASUS ROG Strix G15 G512LW (G512LW-AZ085),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",0,59999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG050T),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 512 ГБ / 2,75 кг / ОС: Windows 10 Home",0,93999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG074T),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 1000 ГБ / 2,75 кг / ОС: Windows 10 Home",0,99999,0
HP OMEN 15-ek0020ur Black (232G1EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,46 кг / ОС: DOS",0,49999,0
Dell Inspiron 15 G5 5500 (GN5500EHWKH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ / SSD: 512 ГБ / 2,65 кг / ОС: Windows 10 Home",0,53999,0
Acer Predator Triton 500 PT515-52-71K5 (NH.Q6XAA.001),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 SUPER Max-Q, 8 GB GDDR6 / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Home",0,62999,0
Acer Predator Helios 300 PH315-53-781R (NH.Q7YAA.001),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Pro",0,49999,0
Acer Predator Triton 300 PT315-52-73WT (NH.Q7AAA.003),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 512 ГБ / 1,7 кг / ОС: Windows 10 Home",0,52999,0
ASUS ROG Strix SCAR 15 G532LWS (G532LWS-XS99),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2070 SUPER 8GB GDDR6 / SSD: 2000 ГБ / 2,35 кг / ОС: Windows 10 Pro",0,88619,0
Alienware Area-51m R2 (AWARR2-7323WHT-PUS),"Ноутбук / класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10700K / 2,9 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 SUPER 8 GB GDDR6 / SSD: 1000 ГБ / 4,7 кг / ОС: Windows 10 Home",0,101249,0
MSI GE66 Raider 10SGS (GE6610SGS-288US),"Ноутбук / Класичний / 15.6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Pro",0,89999,0
MSI GE66 Raider 10SE (GE66 10SE-656PL),"Ноутбук / Класичний / 15,6"" / AHVA / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",0,56999,0
Acer Predator Helios 300 PH317-54-77TH (NH.Q9VAA.001),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,9 кг / ОС: Windows 10 Home",0,52799,0
GIGABYTE Aorus 15G (YC-8EE2450SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Max-Q / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",91972,94992,95999
Razer Blade Pro 17 (RZ09-03295E63-R3E1),"Ноутбук / Класичний / 17,3"" / WVA / 3840x2160 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2080 Super Max-Q / SSD: 1000 ГБ / 2,71 кг / ОС: Windows 10 Home",0,134835,0
ASUS ROG Strix G15 G512LW (G512LW-WS74),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: Windows 10 Home",56315,56589,56862
MSI Creator 15 A10UET (A10UET-201PL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Pro",65999,67768,70762
MSI Creator 15 A10UGT (A10UGT-068PL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 2000 ГБ / 2,1 кг / ОС: Windows 10 Pro",80999,88881,112527
HP Pavilion Gaming 15-dk1029ur Shadow Black/Green Chrome (232C8EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-10300H / 2,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 Max-Q, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,23 кг / ОС: DOS",0,47999,0
MSI GS66 Stealth 10SE (GS6610SE-442US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,1 кг / ОС: Windows 10 Home",0,64229,0
Lenovo Legion 7 15IMH05 (81YT0054PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2080 Super Max-Q / SSD: 512 ГБ / 2,23 кг / ОС: DOS",95999,106159,136640
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG014),"Ноутбук / Класичний / 17,3"" / EWV / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 1000 ГБ / 2,75 кг / ОС: DOS",0,93999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG041R),"Ноутбук / Класичний / 17,3"" / EWV / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 2000 ГБ / 2,75 кг / ОС: Windows 10 PRO",0,104999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG066),"Ноутбук / Класичний / 17,3"" / EWV / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 1000 ГБ / 2,75 кг / ОС: DOS",0,99999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG066R),"Ноутбук / Класичний / 17,3"" / EWV / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 1000 ГБ / 2,75 кг / ОС: Windows 10 PRO",0,99999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG066T),"Ноутбук / Класичний / 17,3"" / EWV / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 1000 ГБ / 2,75 кг / ОС: Windows 10 Home",0,102999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG068R),"Ноутбук / Класичний / 17,3"" / EWV / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 2000 ГБ / 2,75 кг / ОС: Windows 10 PRO",0,104999,0
