model,description,min_price,avr_price,max_price
MSI Pulse GL66 12UEK (GL6612UEK-637US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12700H / 1,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,2 кг / ОС: Windows 11 Home",53600,57216,64077
MSI Stealth 15M A11UEKV (A11UEKV-009US),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i7-11375H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 1,69 кг / ОС: Windows 10 Home",48398,51635,62400
ASUS ROG Strix SCAR 15 G533QS (G533QS-DS94),"Ноутбук / Класичний / 15,6"" / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080, 8 Гб / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home / 08.2022",78450,82638,92644
ASUS Zephyrus M16 GU603ZM (GU603ZM-K8016W),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2 кг / ОС: Windows 11 Home",77700,80736,88262
Acer Nitro 5 AN515-58-725A (NH.QFMAA.003),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: Windows 11 Home",56069,63983,77140
Lenovo Legion 5 Pro 16IAH7H (82RF00DBUS),"Ноутбук / Класичний / 16"" / 2560x1600 / Intel Core i7-12700H / 1,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,49 кг / ОС: Windows 11 Home / 08.2022",83520,84217,84449
Lenovo Legion 5 Pro 16ITH6H (82JD008YPB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home",0,62970,0
Lenovo Legion 7 16ACH (82N6007CPB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 140W / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",0,75999,0
Lenovo Legion 5 15ACH6H (82JU00THPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: Windows 11 Home",47299,52422,63264
ASUS ROG Strix Scar 15 G533ZM (G533ZM-ES93),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i9-12900H / 2,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,3 кг / ОС: Windows 11 Home",78800,81770,90387
Lenovo Legion 5 Pro 16IAH7H (82RF00QEPB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i9-12900H / 1,8 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,49 кг / ОС: Windows 11 Home",0,83999,0
MSI Katana GF66 11UE Black (GF6611UE-890XUA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-11400H / 2,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,25 кг / ОС: DOS",53699,56654,57942
Acer Nitro 5 AN515-45-R0QV (NH.QBCEP.002),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,3 кг / ОС: DOS",36000,42378,46499
ASUS ROG Zephyrus G15 GA503QR (GA503QR-211.ZG15),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HS / 3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 1,9 кг / ОС: Windows 10 Home",75950,75987,75999
ASUS TUF Gaming F17 FX707ZM Jaeger Gray (FX707ZM-HX017),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,6 кг / ОС: DOS",0,60000,0
GIGABYTE G5 KE Black (G5_KE-52RU213SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-12500H / 2,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 1,99 кг / ОС: Windows 11 Home",52999,54714,56144
ASUS ROG Strix SCAR 15 G533QS (G533QS-HF009T),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,99999,0
ASUS ROG Strix G17 2021 G713IM (G713IM-UB74),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 4800H / 2,9 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 GB GDDR6 / SSD: 512 ГБ / 2,7 кг / ОС: Windows 10 Home",53460,53895,54199
GIGABYTE AERO 15 (XD-73EE624SR),"Ноутбук / Класичний / 15,6"" / AMOLED / 3840x2160 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 2 кг / ОС: Windows 10 PRO",63720,67638,73999
MSI GF65 Thin 10UE (GF65 10UE-272XPL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-10500H / 2,5 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 512 ГБ / 1,86 кг / ОС: DOS",40450,40487,40499
Lenovo Legion 7 16 (82N60079PB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 130W / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",0,69999,0
Razer Blade 15 Advanced Model Gaming (RZ09-0409CEC3-R3U1),"Ноутбук / Класичний / 15,6"" / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 Гб GDDR6 / SSD: 1000 ГБ / 2 кг / ОС: Windows 10 Home / 03.2022",94132,98144,99999
ASUS ROG Strix G15 G513RM (G513RM-HQ079),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,3 кг / ОС: DOS",62500,62510,62520
Lenovo Legion 5 15ITH6H (82JH0057PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-11400H / 2.7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",49449,52613,57536
Lenovo Legion Slim 7 (82TF000RUS),"Ноутбук / Класичний / 16"" / 1920x1200 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 512 ГБ / 2,05 кг / ОС: Windows 11 Home / 08.2022",65950,69417,72884
Lenovo Legion 5 15ACH6H (82JU00TNPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 11 Home",54580,62532,70420
Lenovo Legion 5 17ACH6H (82JY00BLPB),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / HDD: 1000 ГБ / 2,98 кг / ОС: Windows 11 Home",50390,53662,57699
ASUS ROG Strix G15 G513QM (G513QM-WS96),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",58725,59200,59499
Acer Nitro 5 AN515-45 (NH.QBREP.006),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 512 ГБ / 2,2 кг / ОС: DOS",0,58480,0
ASUS TUF Dash F15 FX517ZM (FX517ZM-HN183W),"Ноутбук / Класичний / 15,6"" / EWV / 1920x1080 / Intel Core i7-12650H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2 кг / ОС: Windows 11 Home",51649,54416,58212
ASUS ROG Strix G17 G712LWS (G712LW-ES74),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,85 кг / ОС: Windows 10 Home",50999,53841,56550
Lenovo Legion 5 15ITH6H (82JH00BGPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 GB GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: Windows 11 Home",53770,57926,64190
MSI Creator M16 (A12UEV-468),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-12650H / 3,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home",71199,74471,85067
Lenovo Legion 5 15IAH7H Storm Grey (82RB00QJRA),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6ГБ / SSD: 512 ГБ / 2,4 кг / ОС: DOS",63755,67654,68764
MSI Crosshair 17 B12UGZ (B12UGZ-401XPL),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / ОС: DOS / 09.2022",69820,76139,79599
Lenovo Legion 5 15ACH6H Phantom Blue (82JU01BSRA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6GB / SSD: 1024 ГБ / 2,4 кг / ОС: DOS",55799,59548,60674
ASUS TUF Dash F15 FX516PR (FX516PR-AZ019T),"Ноутбук / Класичний / 15,6"" / EWV / 1920x1080 / Intel Core i7-11370H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2 кг / ОС: Windows 10 Home",58999,59749,59999
Lenovo Legion 5 15ACH6H (82JU00JSPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",61220,61235,61249
ASUS TUF Dash F15 FX517ZM (FX517ZM-AX74),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12650H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2 кг / ОС: Windows 11 Home",69799,70912,73289
Lenovo Legion 5 Pro 16 (82JQ00EWPB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ GDDR6 / SSD: 512 ГБ / 2,45 кг / ОС: Windows 10 home",65480,65494,65499
Lenovo Legion 5 Pro 16ACH6H (82JQ00E8PB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 5 5600H / 3.3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2,45 кг / ОС: DOS",57510,57515,57520
Lenovo Legion 7 16ACHG6 (82N6007APB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 512 ГБ / 2,5 кг / ОС: DOS",0,69999,0
MSI Crosshair 15 B12UGZ (B12UGZ-475XPL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12700H / 3,8 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,49 кг / ОС: DOS",69220,73548,78200
Lenovo Legion 5 15ACH6H (82JU00ACPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 512 ГБ / 2,4 кг / ОС: Windows 10 Home",63000,67626,77417
Acer Nitro 5 AN515-45-R3HB (NH.QBCEX.00F),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 256 ГБ / 2,3 кг / ОС: UEFI Shell",39989,41361,44000
Lenovo Legion 5 17ACH6H (82JY008TPB),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,98 кг / ОС: Windows 10 Home",51970,51985,51999
MSI Creator Z17 A12UHST (A12UHST-023PL),"Ноутбук / Класичний / 17,3"" / IPS / 2560x1600 / Intel Core i9-12900H / 2,5 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080Ti, 16 ГБ / SSD: 2000 ГБ / 2,49 кг / ОС: Windows 11 Pro",179276,199033,211910
ASUS ROG Strix G17 G713RM (G713RM-KH011W),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,9 кг / ОС: Windows 11 Home",76072,76252,76431
ASUS ROG Zephyrus G15 GA503RS (GA503RS-HQ016W),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 7 6800HS / 3.2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 / SSD: 1000 ГБ / 1,9 кг / ОС: Windows 11 Home",84299,84366,84400
"ASUS ROG Strix SCAR 17 G733ZX Off Black (G733ZX-KH095X, 90NR08L2-M006S0)","Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i9-12900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 ГБ / SSD: 1000 ГБ / 2,9 кг / ОС: Windows 11 Pro",0,159999,0
GIGABYTE AORUS Aero 17 HDR XD Black (AERO17HDR_XD-73RU524SP),"Ноутбук / Класичний / 17,3"" / IPS / 3840х2160 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 Max-Q, 8 ГБ / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 11 Home",84800,88645,89999
ASUS ROG Strix G17 G713QR (G713QR-ES96),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,7 кг / ОС: Windows 10 Pro",75999,81018,88200
ASUS ROG Zephyrus G15 GA503QM Moonlight White (GA503QM-HN170T),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HS / 3,1 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6GB / SSD: 1000 ГБ / 1,9 кг / ОС: Windows 10 Home",0,64949,0
Acer Nitro 5 AN517-42-R85S (NH.QG4AA.001),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6GB GDDR6 / SSD: 1000 ГБ / 3 кг / ОС: Windows 11 Home",60000,69232,81396
ASUS ROG Strix G15 G513QR (G513QR-XS98),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Pro",72599,73824,77500
ASUS ROG Strix SCAR 17 G733ZX (G733ZX-KH034),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i9-12900H / 3,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti / SSD: 1000 ГБ / 2,9 кг / ОС: DOS",125999,129831,142358
Lenovo Legion 5 Pro 16ARH7H (82RG00A1PB),"Ноутбук / Класичний / 16"" / IPS / 1920x1200 / AMD Ryzen 5 6600H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,49 кг / ОС: DOS",56999,57424,57849
ASUS Zenbook Pro Duo 15 OLED UX582ZM (UX582ZM-H2015X),"Ноутбук / Класичний / 15,6"" / OLED / 3840x2160 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,36 кг / ОС: Windows 11 PRO",99980,107421,122068
Lenovo Legion 5 Pro 16ACH6H (82JQ00X8PB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 2х 1024 ГБ / 2,45 кг / ОС: Windows 11 Home",63970,64315,64660
Lenovo Legion 5 Pro 16IAH7H (82RF006XUS),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-12700H / 2.3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8ГБ / SSD: 1000 ГБ / 2.5 кг / ОС: Windows 11 Home",0,78165,0
MSI Pulse GL76 12UEK (GL76 12UEK-069XPL),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2,66 кг / ОС: DOS",0,63880,0
Acer Predator Triton 500 SE PT516-51s-70TP (NH.QE8AA.001),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,45 кг / ОС: Windows 10 Home",63817,67095,67999
Lenovo Legion 5 15ITH6H (82JH00BNPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 11 Home",0,51470,0
Acer Nitro 5 AN515-45-R7WA (NH.QBCCN.002),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,2 кг / ОС: Windows 10 Home",47066,49144,53088
Lenovo Legion 5 Pro 16ACH6H (82JQ00AVRM),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ GDDR6 / SSD: 512 ГБ / 2,45 кг / ОС: DOS",57510,57515,57520
Lenovo Legion 5 Pro 16ITH6H (82JD0090PB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home",69970,74595,84800
Razer Blade 15 Advanced (RZ09-03304E42-R3U1),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 Super, 8 ГБ / SSD: 512 ГБ / 2,1 кг / ОС: Windows 10 Home",60750,85605,140200
Alienware M15 R3 (AWM15-7272WHT-PUS),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: Windows 10 Home",0,54999,0
Lenovo Legion 5 17ACH6H (82JY005CPB),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 130W / SSD: 512 ГБ / 2,98 кг / ОС: DOS",66999,67249,68000
MSI Pulse GL76 12UEK (GL76 12UEK-067PL),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i9-12900H / 3,8 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,66 кг / ОС: Windows 11 Home",0,75970,0
MSI Raider GE77HX (RAIDERGE7712082),"Ноутбук / Класичний / 17,3"" / 2560x1440 / Intel Core i9-12900HX / 1,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 1000 ГБ / 2.89 кг / ОС: Windows 11 Pro / 08.2022",159999,161495,165984
Lenovo Legion 5 15ACH6H (82JU00JBPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Home",51010,55299,62790
ASUS TUF Gaming F17 FX706HM (FX706HM-HX118T),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2,6 кг / ОС: Windows 10 Home",0,54999,0
ASUS ROG Strix SCAR 15 G533QS (G533QS-DS96),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",80590,88930,127680
ASUS ROG Strix G17 G713QM (G713QM-RS76),"ноутбук / класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GEFORCE RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Home",61250,61374,61722
Dell G15 5520 (Inspiron-5520-4285),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 3.50 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2,52 кг / ОС: Windows 11 Home",62010,63937,70420
ASUS TUF Dash F15 FX517ZM (FX517ZM-HN128W),"Ноутбук / Класичний / 15,6"" / EWV / 1920x1080 / Intel Core i7-12650H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2 кг / ОС: Windows 11 Home",61390,61520,61599
ASUS TUF Gaming F15 FX507ZM (FX507ZM-ES74),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12700H / 1,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: Windows 11 Home",66520,67660,68799
Acer Nitro 5 AN517-55 (NH.QFWEP.006),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 3,05 кг / ОС: DOS",55700,59649,63377
Acer Nitro 5 AN517-41-R9B5 (NH.QBGEP.005),"Ноутбук / Класичний / 17,3"" / IPS / 2560x1440 / AMD Ryzen 7 5800H / 3.2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 2,7 кг / ОС: Windows 10 Home PL",63970,63992,63999
Lenovo Legion 5 15ITH6H (82JH00BDPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-11400H / 2,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 GB GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: Windows 11 Home",48199,49447,51199
Acer Nitro 5 AN515-45 (NH.QBCEP.003),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,23 кг / ОС: DOS",41870,48073,62100
Acer Nitro 5 AN517-55 (NH.QFWEP.003),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i5-12500H / 3,3 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6GB GDDR6 / SSD: 512 ГБ / 3,05 кг / ОС: DOS",50560,53391,56334
Acer Predator Triton 300 PT314-52s (NH.QHJEU.004),"Ноутбук / Класичний / 14"" / OLED / 2880х1800 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 1,7 кг / ОС: DOS",74841,77608,80000
